date;amount
"2002-01-10";"667.71"
"2002-01-11";"676.20"
"2002-01-14";"683.11"
"2002-01-15";"674.04"
"2002-01-16";"663.97"
"2002-01-17";"672.68"
"2002-01-18";"666.76"
"2002-01-21";"670.23"
"2002-01-22";"670.37"
"2002-01-23";"668.01"
"2002-01-24";"668.46"
"2002-01-25";"672.47"
"2002-01-28";"671.31"
"2002-01-29";"674.36"
"2002-01-30";"678.33"
"2002-01-31";"678.19"
"2002-02-01";"676.23"
"2002-02-04";"677.76"
"2002-02-05";"684.38"
"2002-02-06";"687.30"
"2002-02-07";"687.29"
"2002-02-08";"688.98"
"2002-02-11";"686.25"
"2002-02-12";"685.14"
"2002-02-13";"681.05"
"2002-02-14";"675.16"
"2002-02-15";"675.78"
"2002-02-18";"677.91"
"2002-02-19";"675.76"
"2002-02-20";"672.81"
"2002-02-21";"671.86"
"2002-02-22";"674.64"
"2002-02-25";"675.39"
"2002-02-26";"675.04"
"2002-02-27";"672.67"
"2002-02-28";"675.30"
"2002-03-01";"672.30"
"2002-03-04";"670.67"
"2002-03-05";"666.64"
"2002-03-06";"665.84"
"2002-03-07";"668.29"
"2002-03-08";"666.71"
"2002-03-11";"661.85"
"2002-03-12";"661.38"
"2002-03-13";"662.59"
"2002-03-14";"659.55"
"2002-03-15";"655.44"
"2002-03-18";"656.69"
"2002-03-19";"656.15"
"2002-03-20";"656.76"
"2002-03-21";"657.47"
"2002-03-22";"660.54"
"2002-03-25";"665.50"
"2002-03-26";"670.53"
"2002-03-27";"665.94"
"2002-03-28";"664.44"
"2002-04-01";"655.90"
"2002-04-02";"657.29"
"2002-04-03";"656.28"
"2002-04-04";"658.23"
"2002-04-05";"662.78"
"2002-04-08";"652.74"
"2002-04-09";"648.07"
"2002-04-10";"647.04"
"2002-04-11";"641.75"
"2002-04-12";"643.83"
"2002-04-15";"645.72"
"2002-04-16";"646.88"
"2002-04-17";"646.35"
"2002-04-18";"644.29"
"2002-04-19";"649.10"
"2002-04-22";"647.42"
"2002-04-23";"652.22"
"2002-04-25";"653.82"
"2002-04-26";"656.50"
"2002-04-29";"651.94"
"2002-04-30";"649.09"
"2002-05-02";"646.44"
"2002-05-03";"650.40"
"2002-05-06";"653.34"
"2002-05-07";"655.52"
"2002-05-08";"654.96"
"2002-05-09";"653.53"
"2002-05-10";"656.67"
"2002-05-13";"659.14"
"2002-05-14";"655.32"
"2002-05-15";"655.62"
"2002-05-16";"652.56"
"2002-05-17";"650.31"
"2002-05-20";"651.68"
"2002-05-22";"651.82"
"2002-05-23";"654.49"
"2002-05-24";"655.60"
"2002-05-28";"655.70"
"2002-05-29";"656.39"
"2002-05-30";"654.20"
"2002-05-31";"654.44"
"2002-06-03";"655.90"
"2002-06-04";"657.39"
"2002-06-05";"660.74"
"2002-06-06";"661.58"
"2002-06-07";"662.21"
"2002-06-10";"663.15"
"2002-06-11";"661.29"
"2002-06-12";"663.20"
"2002-06-13";"666.93"
"2002-06-14";"666.17"
"2002-06-17";"668.42"
"2002-06-18";"667.32"
"2002-06-19";"668.56"
"2002-06-20";"674.96"
"2002-06-21";"685.03"
"2002-06-24";"693.77"
"2002-06-25";"702.17"
"2002-06-26";"694.63"
"2002-06-27";"704.28"
"2002-06-28";"697.62"
"2002-07-01";"688.05"
"2002-07-02";"690.30"
"2002-07-03";"698.67"
"2002-07-04";"697.13"
"2002-07-05";"691.50"
"2002-07-08";"694.60"
"2002-07-09";"697.26"
"2002-07-10";"699.91"
"2002-07-11";"698.84"
"2002-07-12";"696.71"
"2002-07-15";"693.72"
"2002-07-16";"697.01"
"2002-07-17";"697.08"
"2002-07-18";"693.90"
"2002-07-19";"693.21"
"2002-07-22";"692.50"
"2002-07-23";"692.40"
"2002-07-24";"696.05"
"2002-07-25";"701.65"
"2002-07-26";"702.61"
"2002-07-29";"702.31"
"2002-07-30";"699.30"
"2002-07-31";"700.98"
"2002-08-01";"703.57"
"2002-08-02";"704.36"
"2002-08-05";"697.71"
"2002-08-06";"698.41"
"2002-08-07";"701.08"
"2002-08-08";"696.95"
"2002-08-09";"692.21"
"2002-08-12";"695.14"
"2002-08-13";"700.96"
"2002-08-14";"702.07"
"2002-08-16";"702.21"
"2002-08-19";"700.37"
"2002-08-20";"699.19"
"2002-08-21";"699.46"
"2002-08-22";"702.30"
"2002-08-23";"705.09"
"2002-08-26";"706.75"
"2002-08-27";"705.92"
"2002-08-28";"706.23"
"2002-08-29";"713.26"
"2002-08-30";"715.16"
"2002-09-02";"710.35"
"2002-09-03";"709.26"
"2002-09-04";"714.58"
"2002-09-05";"717.35"
"2002-09-06";"717.05"
"2002-09-09";"717.20"
"2002-09-10";"716.43"
"2002-09-11";"719.19"
"2002-09-12";"720.26"
"2002-09-13";"721.31"
"2002-09-16";"721.52"
"2002-09-17";"724.76"
"2002-09-20";"728.70"
"2002-09-23";"741.10"
"2002-09-24";"749.14"
"2002-09-25";"746.67"
"2002-09-26";"745.10"
"2002-09-27";"745.01"
"2002-09-30";"747.62"
"2002-10-01";"748.73"
"2002-10-02";"746.35"
"2002-10-03";"742.81"
"2002-10-04";"743.96"
"2002-10-07";"743.73"
"2002-10-08";"743.54"
"2002-10-09";"744.91"
"2002-10-10";"750.53"
"2002-10-11";"756.56"
"2002-10-14";"743.01"
"2002-10-15";"745.62"
"2002-10-16";"744.62"
"2002-10-17";"746.18"
"2002-10-18";"746.19"
"2002-10-21";"745.12"
"2002-10-22";"740.23"
"2002-10-23";"736.70"
"2002-10-24";"734.24"
"2002-10-25";"735.83"
"2002-10-28";"735.53"
"2002-10-29";"731.95"
"2002-10-30";"733.72"
"2002-10-31";"733.24"
"2002-11-04";"728.46"
"2002-11-05";"721.29"
"2002-11-06";"719.09"
"2002-11-07";"718.68"
"2002-11-08";"717.22"
"2002-11-11";"711.08"
"2002-11-12";"710.03"
"2002-11-13";"709.62"
"2002-11-14";"708.32"
"2002-11-15";"708.64"
"2002-11-18";"706.54"
"2002-11-19";"701.75"
"2002-11-20";"698.81"
"2002-11-21";"697.22"
"2002-11-22";"697.91"
"2002-11-25";"706.89"
"2002-11-26";"707.90"
"2002-11-27";"707.68"
"2002-11-28";"707.30"
"2002-11-29";"705.10"
"2002-12-02";"703.25"
"2002-12-03";"700.31"
"2002-12-04";"703.58"
"2002-12-05";"709.80"
"2002-12-06";"709.68"
"2002-12-09";"705.36"
"2002-12-10";"706.10"
"2002-12-11";"703.33"
"2002-12-12";"699.11"
"2002-12-13";"692.94"
"2002-12-16";"695.57"
"2002-12-17";"695.12"
"2002-12-18";"693.70"
"2002-12-19";"695.92"
"2002-12-20";"698.07"
"2002-12-23";"697.08"
"2002-12-24";"702.44"
"2002-12-26";"705.73"
"2002-12-27";"709.51"
"2002-12-30";"712.38"
"2003-01-02";"718.61"
"2003-01-03";"718.73"
"2003-01-06";"715.76"
"2003-01-07";"710.19"
"2003-01-08";"713.40"
"2003-01-09";"709.22"
"2003-01-10";"711.75"
"2003-01-13";"713.07"
"2003-01-14";"710.75"
"2003-01-15";"712.61"
"2003-01-16";"716.96"
"2003-01-17";"720.66"
"2003-01-20";"726.68"
"2003-01-21";"725.56"
"2003-01-22";"726.56"
"2003-01-23";"732.55"
"2003-01-24";"728.97"
"2003-01-27";"734.35"
"2003-01-28";"737.84"
"2003-01-29";"737.08"
"2003-01-30";"738.87"
"2003-01-31";"734.34"
"2003-02-03";"736.15"
"2003-02-04";"733.10"
"2003-02-05";"738.85"
"2003-02-06";"744.67"
"2003-02-07";"743.13"
"2003-02-10";"741.48"
"2003-02-11";"743.21"
"2003-02-12";"743.09"
"2003-02-13";"747.10"
"2003-02-14";"748.90"
"2003-02-17";"747.90"
"2003-02-18";"742.14"
"2003-02-19";"740.18"
"2003-02-20";"743.85"
"2003-02-21";"746.71"
"2003-02-24";"749.36"
"2003-02-25";"752.08"
"2003-02-26";"755.26"
"2003-02-27";"753.57"
"2003-02-28";"753.54"
"2003-03-03";"750.28"
"2003-03-04";"748.11"
"2003-03-05";"752.79"
"2003-03-06";"755.52"
"2003-03-07";"754.43"
"2003-03-10";"756.79"
"2003-03-11";"758.21"
"2003-03-12";"754.77"
"2003-03-13";"753.59"
"2003-03-14";"748.09"
"2003-03-17";"740.30"
"2003-03-18";"741.61"
"2003-03-19";"736.54"
"2003-03-20";"737.38"
"2003-03-21";"742.18"
"2003-03-24";"734.25"
"2003-03-25";"732.82"
"2003-03-26";"728.27"
"2003-03-27";"725.79"
"2003-03-28";"729.87"
"2003-03-31";"727.36"
"2003-04-01";"731.56"
"2003-04-02";"729.78"
"2003-04-03";"721.61"
"2003-04-04";"722.03"
"2003-04-07";"721.54"
"2003-04-08";"718.81"
"2003-04-09";"719.96"
"2003-04-10";"721.78"
"2003-04-11";"725.04"
"2003-04-14";"723.00"
"2003-04-15";"720.49"
"2003-04-16";"718.68"
"2003-04-17";"715.11"
"2003-04-21";"713.73"
"2003-04-22";"714.38"
"2003-04-23";"716.45"
"2003-04-24";"712.51"
"2003-04-25";"709.32"
"2003-04-28";"712.06"
"2003-04-29";"710.16"
"2003-04-30";"705.32"
"2003-05-02";"704.42"
"2003-05-05";"700.72"
"2003-05-06";"699.81"
"2003-05-07";"701.20"
"2003-05-08";"696.29"
"2003-05-09";"694.98"
"2003-05-12";"695.04"
"2003-05-13";"696.53"
"2003-05-14";"694.22"
"2003-05-15";"698.87"
"2003-05-16";"707.02"
"2003-05-19";"708.72"
"2003-05-20";"709.88"
"2003-05-22";"713.73"
"2003-05-23";"708.84"
"2003-05-26";"705.30"
"2003-05-27";"704.80"
"2003-05-28";"708.89"
"2003-05-29";"712.22"
"2003-05-30";"710.12"
"2003-06-02";"714.10"
"2003-06-03";"710.25"
"2003-06-04";"712.96"
"2003-06-05";"713.16"
"2003-06-06";"716.86"
"2003-06-09";"712.25"
"2003-06-10";"716.56"
"2003-06-11";"717.40"
"2003-06-12";"717.11"
"2003-06-13";"708.31"
"2003-06-17";"707.90"
"2003-06-18";"705.24"
"2003-06-19";"705.95"
"2003-06-20";"707.19"
"2003-06-23";"705.75"
"2003-06-24";"705.46"
"2003-06-25";"703.12"
"2003-06-26";"703.89"
"2003-06-27";"703.00"
"2003-06-30";"697.23"
"2003-07-01";"699.12"
"2003-07-02";"698.53"
"2003-07-03";"695.82"
"2003-07-04";"697.11"
"2003-07-07";"697.91"
"2003-07-08";"697.50"
"2003-07-09";"704.46"
"2003-07-10";"703.47"
"2003-07-11";"704.99"
"2003-07-14";"704.57"
"2003-07-15";"702.47"
"2003-07-16";"699.57"
"2003-07-17";"698.55"
"2003-07-18";"698.31"
"2003-07-21";"701.34"
"2003-07-22";"701.86"
"2003-07-23";"702.72"
"2003-07-24";"704.85"
"2003-07-25";"703.64"
"2003-07-28";"701.61"
"2003-07-29";"699.97"
"2003-07-30";"702.22"
"2003-07-31";"705.64"
"2003-08-01";"706.21"
"2003-08-04";"708.34"
"2003-08-05";"713.22"
"2003-08-06";"713.15"
"2003-08-07";"710.86"
"2003-08-08";"707.23"
"2003-08-11";"702.15"
"2003-08-12";"702.09"
"2003-08-13";"703.52"
"2003-08-14";"704.26"
"2003-08-18";"703.43"
"2003-08-19";"702.99"
"2003-08-20";"704.25"
"2003-08-21";"702.68"
"2003-08-22";"699.18"
"2003-08-25";"697.31"
"2003-08-26";"697.11"
"2003-08-27";"698.34"
"2003-08-28";"699.74"
"2003-08-29";"699.39"
"2003-09-01";"697.91"
"2003-09-02";"697.57"
"2003-09-03";"696.21"
"2003-09-04";"692.26"
"2003-09-05";"685.41"
"2003-09-08";"682.51"
"2003-09-09";"682.23"
"2003-09-10";"683.52"
"2003-09-11";"680.76"
"2003-09-12";"673.99"
"2003-09-15";"671.08"
"2003-09-16";"671.01"
"2003-09-17";"667.72"
"2003-09-22";"666.38"
"2003-09-23";"659.49"
"2003-09-24";"655.92"
"2003-09-25";"657.11"
"2003-09-26";"658.57"
"2003-09-29";"664.06"
"2003-09-30";"665.13"
"2003-10-01";"660.97"
"2003-10-02";"657.78"
"2003-10-03";"661.63"
"2003-10-06";"659.85"
"2003-10-07";"659.86"
"2003-10-08";"654.91"
"2003-10-09";"646.50"
"2003-10-10";"644.92"
"2003-10-13";"646.41"
"2003-10-14";"644.52"
"2003-10-15";"641.71"
"2003-10-16";"647.26"
"2003-10-17";"645.43"
"2003-10-20";"648.55"
"2003-10-21";"646.52"
"2003-10-22";"645.16"
"2003-10-23";"642.21"
"2003-10-24";"635.25"
"2003-10-27";"635.29"
"2003-10-28";"636.01"
"2003-10-29";"635.88"
"2003-10-30";"634.88"
"2003-10-31";"628.10"
"2003-11-03";"626.93"
"2003-11-04";"626.64"
"2003-11-05";"625.52"
"2003-11-06";"626.02"
"2003-11-07";"628.86"
"2003-11-10";"618.83"
"2003-11-11";"616.34"
"2003-11-12";"623.60"
"2003-11-13";"627.09"
"2003-11-14";"626.55"
"2003-11-17";"624.61"
"2003-11-18";"621.57"
"2003-11-19";"629.00"
"2003-11-20";"632.23"
"2003-11-21";"631.05"
"2003-11-24";"628.88"
"2003-11-25";"625.40"
"2003-11-26";"621.93"
"2003-11-27";"623.78"
"2003-11-28";"624.51"
"2003-12-01";"621.27"
"2003-12-02";"617.85"
"2003-12-03";"613.63"
"2003-12-04";"606.10"
"2003-12-05";"606.90"
"2003-12-09";"608.33"
"2003-12-10";"604.54"
"2003-12-11";"607.45"
"2003-12-12";"605.55"
"2003-12-15";"600.92"
"2003-12-16";"596.09"
"2003-12-17";"598.10"
"2003-12-18";"599.18"
"2003-12-19";"599.91"
"2003-12-22";"594.57"
"2003-12-23";"593.80"
"2003-12-24";"596.25"
"2003-12-26";"595.13"
"2003-12-29";"593.10"
"2003-12-30";"599.42"
"2004-01-02";"593.80"
"2004-01-05";"587.69"
"2004-01-06";"579.43"
"2004-01-07";"565.18"
"2004-01-08";"567.83"
"2004-01-09";"568.61"
"2004-01-12";"560.51"
"2004-01-13";"559.21"
"2004-01-14";"563.65"
"2004-01-15";"572.08"
"2004-01-16";"569.56"
"2004-01-19";"577.40"
"2004-01-20";"572.69"
"2004-01-21";"567.13"
"2004-01-22";"564.83"
"2004-01-23";"565.76"
"2004-01-26";"573.19"
"2004-01-27";"578.61"
"2004-01-28";"577.50"
"2004-01-29";"585.03"
"2004-01-30";"596.78"
"2004-02-02";"591.42"
"2004-02-03";"577.27"
"2004-02-04";"581.18"
"2004-02-05";"587.30"
"2004-02-06";"595.34"
"2004-02-09";"598.60"
"2004-02-10";"586.96"
"2004-02-11";"583.23"
"2004-02-12";"582.45"
"2004-02-13";"577.01"
"2004-02-16";"576.40"
"2004-02-17";"579.80"
"2004-02-18";"572.55"
"2004-02-19";"571.35"
"2004-02-20";"581.24"
"2004-02-23";"585.28"
"2004-02-24";"586.65"
"2004-02-25";"589.75"
"2004-02-26";"588.02"
"2004-02-27";"594.32"
"2004-03-01";"592.87"
"2004-03-02";"588.04"
"2004-03-03";"590.28"
"2004-03-04";"598.86"
"2004-03-05";"601.38"
"2004-03-08";"593.22"
"2004-03-09";"593.47"
"2004-03-10";"593.96"
"2004-03-11";"601.10"
"2004-03-12";"600.80"
"2004-03-15";"601.40"
"2004-03-16";"604.56"
"2004-03-17";"605.71"
"2004-03-18";"607.91"
"2004-03-19";"603.35"
"2004-03-22";"606.96"
"2004-03-23";"607.64"
"2004-03-24";"610.69"
"2004-03-25";"614.62"
"2004-03-26";"614.51"
"2004-03-29";"617.15"
"2004-03-30";"618.29"
"2004-03-31";"623.21"
"2004-04-01";"616.41"
"2004-04-02";"610.55"
"2004-04-05";"609.36"
"2004-04-06";"605.70"
"2004-04-07";"603.91"
"2004-04-08";"606.83"
"2004-04-12";"601.36"
"2004-04-13";"599.56"
"2004-04-14";"596.61"
"2004-04-15";"603.77"
"2004-04-16";"605.73"
"2004-04-19";"601.84"
"2004-04-20";"599.36"
"2004-04-21";"600.75"
"2004-04-22";"609.06"
"2004-04-23";"614.13"
"2004-04-26";"613.11"
"2004-04-27";"610.62"
"2004-04-28";"616.28"
"2004-04-29";"622.15"
"2004-04-30";"624.84"
"2004-05-03";"624.98"
"2004-05-04";"624.31"
"2004-05-05";"622.25"
"2004-05-06";"622.62"
"2004-05-07";"630.61"
"2004-05-10";"638.64"
"2004-05-11";"644.42"
"2004-05-12";"640.95"
"2004-05-13";"641.76"
"2004-05-14";"642.62"
"2004-05-17";"638.22"
"2004-05-18";"641.69"
"2004-05-19";"639.36"
"2004-05-20";"635.44"
"2004-05-24";"643.31"
"2004-05-25";"640.78"
"2004-05-26";"637.47"
"2004-05-27";"638.59"
"2004-05-28";"634.81"
"2004-05-31";"632.32"
"2004-06-01";"636.02"
"2004-06-02";"642.39"
"2004-06-03";"641.89"
"2004-06-04";"643.06"
"2004-06-08";"644.61"
"2004-06-09";"640.96"
"2004-06-10";"644.83"
"2004-06-11";"649.43"
"2004-06-14";"649.45"
"2004-06-15";"648.03"
"2004-06-16";"648.40"
"2004-06-17";"649.39"
"2004-06-18";"648.16"
"2004-06-21";"646.61"
"2004-06-22";"646.47"
"2004-06-23";"643.42"
"2004-06-24";"641.62"
"2004-06-25";"634.35"
"2004-06-29";"634.25"
"2004-06-30";"636.59"
"2004-07-01";"636.30"
"2004-07-02";"632.42"
"2004-07-05";"630.39"
"2004-07-06";"630.87"
"2004-07-07";"632.01"
"2004-07-08";"632.27"
"2004-07-09";"631.95"
"2004-07-12";"636.34"
"2004-07-13";"634.07"
"2004-07-14";"634.72"
"2004-07-15";"631.86"
"2004-07-16";"629.65"
"2004-07-19";"622.34"
"2004-07-20";"622.32"
"2004-07-21";"623.46"
"2004-07-22";"627.68"
"2004-07-23";"627.53"
"2004-07-26";"631.86"
"2004-07-27";"639.07"
"2004-07-28";"644.37"
"2004-07-29";"642.81"
"2004-07-30";"638.37"
"2004-08-02";"641.40"
"2004-08-03";"643.76"
"2004-08-04";"641.60"
"2004-08-05";"643.81"
"2004-08-06";"641.86"
"2004-08-09";"639.52"
"2004-08-10";"638.76"
"2004-08-11";"637.36"
"2004-08-12";"639.75"
"2004-08-13";"640.86"
"2004-08-16";"640.25"
"2004-08-17";"638.77"
"2004-08-18";"635.12"
"2004-08-19";"635.24"
"2004-08-20";"631.61"
"2004-08-23";"633.22"
"2004-08-24";"630.33"
"2004-08-25";"626.13"
"2004-08-26";"627.03"
"2004-08-27";"628.61"
"2004-08-30";"626.56"
"2004-08-31";"628.95"
"2004-09-01";"625.10"
"2004-09-02";"626.76"
"2004-09-03";"625.55"
"2004-09-06";"623.69"
"2004-09-07";"621.93"
"2004-09-08";"622.56"
"2004-09-09";"620.32"
"2004-09-10";"617.67"
"2004-09-13";"618.33"
"2004-09-14";"615.71"
"2004-09-15";"615.46"
"2004-09-16";"615.14"
"2004-09-20";"611.06"
"2004-09-21";"609.84"
"2004-09-22";"612.63"
"2004-09-23";"613.19"
"2004-09-24";"613.85"
"2004-09-27";"613.51"
"2004-09-28";"611.87"
"2004-09-29";"606.46"
"2004-09-30";"606.96"
"2004-10-01";"608.90"
"2004-10-04";"608.10"
"2004-10-05";"603.47"
"2004-10-06";"600.31"
"2004-10-07";"600.84"
"2004-10-08";"602.92"
"2004-10-12";"596.60"
"2004-10-13";"598.05"
"2004-10-14";"603.18"
"2004-10-15";"608.92"
"2004-10-18";"611.03"
"2004-10-19";"608.33"
"2004-10-20";"608.80"
"2004-10-21";"615.85"
"2004-10-22";"612.25"
"2004-10-25";"607.51"
"2004-10-26";"611.98"
"2004-10-27";"612.72"
"2004-10-28";"610.61"
"2004-10-29";"615.20"
"2004-11-02";"613.89"
"2004-11-03";"609.19"
"2004-11-04";"605.89"
"2004-11-05";"601.87"
"2004-11-08";"601.32"
"2004-11-09";"600.21"
"2004-11-10";"603.47"
"2004-11-11";"601.54"
"2004-11-12";"601.80"
"2004-11-15";"597.90"
"2004-11-16";"592.32"
"2004-11-17";"593.60"
"2004-11-18";"589.21"
"2004-11-19";"590.28"
"2004-11-22";"590.28"
"2004-11-23";"595.18"
"2004-11-24";"591.24"
"2004-11-25";"588.44"
"2004-11-26";"588.15"
"2004-11-29";"587.16"
"2004-11-30";"588.18"
"2004-12-01";"588.65"
"2004-12-02";"586.06"
"2004-12-03";"583.50"
"2004-12-06";"582.36"
"2004-12-07";"581.34"
"2004-12-09";"581.64"
"2004-12-10";"592.38"
"2004-12-13";"597.27"
"2004-12-14";"590.05"
"2004-12-15";"579.11"
"2004-12-16";"578.46"
"2004-12-17";"577.53"
"2004-12-20";"577.04"
"2004-12-21";"565.30"
"2004-12-22";"566.08"
"2004-12-23";"566.97"
"2004-12-24";"564.16"
"2004-12-27";"561.05"
"2004-12-28";"561.13"
"2004-12-29";"559.66"
"2004-12-30";"559.83"
"2005-01-03";"557.40"
"2005-01-04";"560.30"
"2005-01-05";"568.95"
"2005-01-06";"571.32"
"2005-01-07";"569.37"
"2005-01-10";"567.95"
"2005-01-11";"567.10"
"2005-01-12";"567.53"
"2005-01-13";"568.71"
"2005-01-14";"567.05"
"2005-01-17";"571.51"
"2005-01-18";"574.63"
"2005-01-19";"580.40"
"2005-01-20";"580.09"
"2005-01-21";"584.22"
"2005-01-24";"580.45"
"2005-01-25";"577.96"
"2005-01-26";"584.92"
"2005-01-27";"584.64"
"2005-01-28";"585.83"
"2005-01-31";"586.18"
"2005-02-01";"585.40"
"2005-02-02";"583.84"
"2005-02-03";"582.55"
"2005-02-04";"577.33"
"2005-02-07";"575.69"
"2005-02-08";"576.84"
"2005-02-09";"579.35"
"2005-02-10";"580.29"
"2005-02-11";"575.35"
"2005-02-14";"572.18"
"2005-02-15";"569.55"
"2005-02-16";"567.82"
"2005-02-17";"569.35"
"2005-02-18";"566.49"
"2005-02-21";"566.41"
"2005-02-22";"566.18"
"2005-02-23";"563.22"
"2005-02-24";"566.82"
"2005-02-25";"569.50"
"2005-02-28";"577.52"
"2005-03-01";"573.55"
"2005-03-02";"578.60"
"2005-03-03";"587.08"
"2005-03-04";"586.51"
"2005-03-07";"587.75"
"2005-03-08";"585.60"
"2005-03-09";"585.71"
"2005-03-10";"589.68"
"2005-03-11";"588.19"
"2005-03-14";"584.27"
"2005-03-15";"588.72"
"2005-03-16";"590.16"
"2005-03-17";"591.69"
"2005-03-18";"590.87"
"2005-03-21";"585.05"
"2005-03-22";"586.86"
"2005-03-23";"583.83"
"2005-03-24";"587.74"
"2005-03-28";"587.33"
"2005-03-29";"589.69"
"2005-03-30";"587.29"
"2005-03-31";"586.45"
"2005-04-01";"585.93"
"2005-04-04";"585.04"
"2005-04-05";"588.95"
"2005-04-06";"587.36"
"2005-04-07";"585.19"
"2005-04-08";"580.17"
"2005-04-11";"576.68"
"2005-04-12";"574.40"
"2005-04-13";"576.02"
"2005-04-14";"572.75"
"2005-04-15";"577.42"
"2005-04-18";"579.99"
"2005-04-19";"584.60"
"2005-04-20";"579.86"
"2005-04-21";"577.96"
"2005-04-22";"579.99"
"2005-04-25";"576.98"
"2005-04-26";"577.35"
"2005-04-27";"579.97"
"2005-04-28";"580.09"
"2005-04-29";"582.87"
"2005-05-02";"582.73"
"2005-05-03";"580.54"
"2005-05-04";"578.28"
"2005-05-05";"574.58"
"2005-05-06";"572.76"
"2005-05-09";"570.83"
"2005-05-10";"572.53"
"2005-05-11";"573.66"
"2005-05-12";"577.27"
"2005-05-13";"576.20"
"2005-05-16";"577.45"
"2005-05-17";"579.02"
"2005-05-18";"580.13"
"2005-05-19";"581.40"
"2005-05-20";"579.53"
"2005-05-24";"583.59"
"2005-05-25";"580.64"
"2005-05-26";"580.08"
"2005-05-27";"582.44"
"2005-05-30";"580.63"
"2005-05-31";"580.20"
"2005-06-01";"583.00"
"2005-06-02";"586.85"
"2005-06-03";"586.32"
"2005-06-06";"587.12"
"2005-06-07";"592.75"
"2005-06-08";"591.41"
"2005-06-09";"589.68"
"2005-06-10";"592.24"
"2005-06-13";"592.37"
"2005-06-14";"591.88"
"2005-06-15";"589.38"
"2005-06-16";"588.10"
"2005-06-17";"584.90"
"2005-06-20";"580.62"
"2005-06-21";"582.55"
"2005-06-22";"579.16"
"2005-06-23";"577.73"
"2005-06-24";"579.90"
"2005-06-28";"579.99"
"2005-06-29";"580.07"
"2005-06-30";"578.92"
"2005-07-01";"579.00"
"2005-07-04";"578.41"
"2005-07-05";"581.65"
"2005-07-06";"582.10"
"2005-07-07";"584.04"
"2005-07-08";"586.67"
"2005-07-11";"584.68"
"2005-07-12";"583.54"
"2005-07-13";"580.13"
"2005-07-14";"581.07"
"2005-07-15";"579.60"
"2005-07-18";"578.04"
"2005-07-19";"573.72"
"2005-07-20";"571.24"
"2005-07-21";"573.00"
"2005-07-22";"567.94"
"2005-07-25";"566.54"
"2005-07-26";"566.89"
"2005-07-27";"565.37"
"2005-07-28";"564.02"
"2005-07-29";"563.44"
"2005-08-01";"561.77"
"2005-08-02";"560.75"
"2005-08-03";"560.06"
"2005-08-04";"559.42"
"2005-08-05";"553.78"
"2005-08-08";"545.96"
"2005-08-09";"545.43"
"2005-08-10";"546.41"
"2005-08-11";"542.51"
"2005-08-12";"539.77"
"2005-08-16";"537.81"
"2005-08-17";"533.75"
"2005-08-18";"533.66"
"2005-08-19";"539.82"
"2005-08-22";"546.07"
"2005-08-23";"541.92"
"2005-08-24";"544.34"
"2005-08-25";"549.72"
"2005-08-26";"545.25"
"2005-08-29";"544.43"
"2005-08-30";"547.76"
"2005-08-31";"545.02"
"2005-09-01";"541.53"
"2005-09-02";"540.05"
"2005-09-05";"534.87"
"2005-09-06";"534.93"
"2005-09-07";"535.62"
"2005-09-08";"538.52"
"2005-09-09";"534.15"
"2005-09-12";"535.37"
"2005-09-13";"536.33"
"2005-09-14";"538.12"
"2005-09-15";"536.46"
"2005-09-16";"536.19"
"2005-09-20";"534.35"
"2005-09-21";"535.00"
"2005-09-22";"534.58"
"2005-09-23";"536.70"
"2005-09-26";"538.77"
"2005-09-27";"538.34"
"2005-09-28";"538.89"
"2005-09-29";"538.25"
"2005-09-30";"533.69"
"2005-10-03";"529.20"
"2005-10-04";"528.17"
"2005-10-05";"526.56"
"2005-10-06";"527.50"
"2005-10-07";"529.13"
"2005-10-11";"530.44"
"2005-10-12";"527.37"
"2005-10-13";"529.66"
"2005-10-14";"535.95"
"2005-10-17";"538.05"
"2005-10-18";"535.61"
"2005-10-19";"535.74"
"2005-10-20";"538.16"
"2005-10-21";"535.10"
"2005-10-24";"538.85"
"2005-10-25";"543.98"
"2005-10-26";"543.20"
"2005-10-27";"546.63"
"2005-10-28";"546.92"
"2005-10-31";"543.72"
"2005-11-02";"543.49"
"2005-11-03";"544.87"
"2005-11-04";"543.42"
"2005-11-07";"539.94"
"2005-11-08";"535.47"
"2005-11-09";"535.14"
"2005-11-10";"531.30"
"2005-11-11";"531.05"
"2005-11-14";"527.18"
"2005-11-15";"528.15"
"2005-11-16";"525.38"
"2005-11-17";"524.14"
"2005-11-18";"523.30"
"2005-11-21";"526.78"
"2005-11-22";"525.67"
"2005-11-23";"527.88"
"2005-11-24";"525.76"
"2005-11-25";"524.69"
"2005-11-28";"523.85"
"2005-11-29";"521.09"
"2005-11-30";"518.96"
"2005-12-01";"518.63"
"2005-12-02";"516.51"
"2005-12-05";"512.98"
"2005-12-06";"513.31"
"2005-12-07";"510.97"
"2005-12-09";"509.70"
"2005-12-12";"515.66"
"2005-12-13";"512.04"
"2005-12-14";"511.38"
"2005-12-15";"514.68"
"2005-12-16";"516.72"
"2005-12-19";"517.80"
"2005-12-20";"518.38"
"2005-12-21";"515.59"
"2005-12-22";"510.92"
"2005-12-23";"513.36"
"2005-12-26";"514.55"
"2005-12-27";"513.97"
"2005-12-28";"514.84"
"2005-12-29";"514.75"
"2005-12-30";"514.21"
"2006-01-02";"512.50"
"2006-01-03";"513.18"
